id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
"3,478",Flicka,2006-10-20,15000000,21000147,21896367,21000147.0,896220.0,21896367.0,50921479.0,,50921479.0,7703551.0,2.73,34553263.0,2007-02-06,PG,95,Flicka,"Animal Lead,Family Movie,Family Drama,Dysfunctional Family,Father’s Footsteps,Father and Daughter,Life on a Farm,Set in Wyoming",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Fox 2000 Pictures,Gil Netter Productions","United Kingdom,United States",English,"October 20th, 2006 (Wide) by20th Century Fox",,"2,877 opening theaters/2,877 max. theaters, 3.9 weeks average run per theater",95.9,https://www.the-numbers.com/movie/Flicka#tab=summary
"3,479",The Hills Have Eyes II,2007-03-23,15000000,20804166,37466538,20804166.0,16662372.0,37466538.0,31132738.0,,31132738.0,9686362.0,2.15,32597222.0,2007-07-17,R,89,Hills Have Eyes,"Mutants,Rescue,Slasher Horror,Cannibalism",Remake,Horror,Live Action,Fantasy,,United States,English,"March 23rd, 2007 (Wide) by20th Century Fox",,"2,447 opening theaters/2,465 max. theaters, 2.9 weeks average run per theater",55.5,https://www.the-numbers.com/movie/Hills-Have-Eyes-II-The#tab=summary
"3,480",Keanu,2016-04-29,15000000,20591853,20688141,20591853.0,96288.0,20688141.0,2584497.0,1500360.0,4084857.0,9453224.0,2.18,25662448.0,2016-07-12,R,98,,"African Americans,Missing Pet,Gangs,Rescue,Relationships Gone Wrong,Screenplay Written By the Star,Action Comedy",Original Screenplay,Comedy,"Animation,Live Action",Contemporary Fiction,"New Line Cinema,RatPac Entertainment,Dune Entertainment,Monkeypaw Pictures,Detroit Pictures,Principato-Young Entertainment",United States,English,"April 29th, 2016 (Wide) byWarner Bros.","July 15th, 2016 (Wide) (United Kingdom)","2,658 opening theaters/2,681 max. theaters, 3.2 weeks average run per theater",99.5,https://www.the-numbers.com/movie/Keanu#tab=summary
"3,481",The Photograph,2020-02-14,15000000,20578185,20704381,20578185.0,126196.0,20704381.0,,,,12181865.0,1.69,24164793.0,2020-04-28,PG-13,106,,"Romance,Dysfunctional Family,Non-Chronological,Photography,F-Rated,Adult Child Dealing with the Death of a Parent,Romantic Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Will Packer Productions,Universal Pictures,Perfect World Pictures",United States,English,"February 14th, 2020 (Wide) byUniversal","February 14th, 2020 (Wide) (Central America)February 14th, 2020 (Wide) (Trinidad)March 6th, 2020 (Wide) (United Kingdom)July 24th, 2020 (Wide), released asRetrato de un amor(Spain)September 10th, 2020 (Wide) (Germany)... Show all releases","2,516 opening theaters/2,516 max. theaters, 2.8 weeks average run per theater",99.4,https://www.the-numbers.com/movie/Photograph-The-(2020)#tab=summary
"3,482",Country Strong,2010-12-22,15000000,20218921,20601987,20218921.0,383066.0,20601987.0,9879507.0,1405115.0,11284622.0,30452.0,2.76,27486305.0,2011-04-12,PG-13,120,,"Musicians,Country and Western Music,Music Industry,Comeback,Life Drama,Addiction,Rehab / Former Addict,Off the Wagon / Relapse,On Tour,Infidelity,Suicide",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Material Pictures,Screen Gems",United States,English,"December 22nd, 2010 (Limited) bySony PicturesJanuary 7th, 2011 (Expands Wide) bySony Pictures",,"2 opening theaters/1,441 max. theaters, 4.8 weeks average run per theater",98.1,https://www.the-numbers.com/movie/Country-Strong#tab=summary
"3,483",Tuck Everlasting,2002-10-11,15000000,19161999,19344615,19161999.0,182616.0,19344615.0,,,,5268764.0,3.64,35536863.0,2003-02-25,PG,96,,"Coming of Age,Romantic Drama,Romance,1910s,Immortality",Based on Fiction Book/Short Story,Drama,Live Action,Kids Fiction,,,English,"October 11th, 2002 (Wide) byWalt Disney",,"1,185 opening theaters/1,460 max. theaters, 5.4 weeks average run per theater",99.1,https://www.the-numbers.com/movie/Tuck-Everlasting#tab=summary
"3,484",The Big Lebowski,1998-03-06,15000000,18906338,47597102,18906338.0,28690764.0,47597102.0,,,,5533844.0,3.42,41567712.0,1998-10-27,R,127,Big Lebowski,"Film Noir,Voiceover/Narration,Kidnap,Relationships Gone Wrong,Mistaken Identity,Surprise Twist,Bowling,Step-Family,Cult Movie,Dream Sequence,Crime Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Working Title Films,PolyGram Filmed Entertainment",United States,English,"March 6th, 1998 (Wide) byGramercyAugust 16th, 2011 (Special Engagement) byUniversalApril 16th, 2023 (Special Engagement) byFathom Events(25th Anniversary)","April 10th, 1998 (Wide) (Australia)September 19th, 1998 (Wide), released asBiggu ribousuki (ビッグ・リボウスキ)(Japan)September 21st, 2018 (Wide), released asThe Big Lebowski (20th Anniversary)(United Kingdom)August 27th, 2020 (Wide) (New Zealand)March 31st, 2023 (Special Engagement) (25th Anniversary)
 (United Kingdom)... Show all releases","1,207 opening theaters/1,235 max. theaters, 4.5 weeks average run per theater",39.7,https://www.the-numbers.com/movie/Big-Lebowski-The#tab=summary
"3,485",The Marine,2006-10-13,15000000,18844784,22165608,18844784.0,3320824.0,22165608.0,27314517.0,,27314517.0,7138774.0,2.64,31009888.0,2007-01-30,PG-13,91,The Marine,"Kidnap,Returning Soldiers,War,Action Thriller,Heist,Rescue",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,"October 13th, 2006 (Wide) by20th Century Fox",,"2,545 opening theaters/2,545 max. theaters, 3.7 weeks average run per theater",85.0,https://www.the-numbers.com/movie/Marine-The#tab=summary
"3,486",Disturbing Behavior,1998-07-24,15000000,17507368,19014238,17507368.0,1506870.0,19014238.0,,,,7007714.0,2.5,40240813.0,1999-01-05,R,84,,"Film Noir,Psychological Thriller,Human Experimentation,Juvenile Delinquent,Suicide,Death of a Sibling,New Guy/Girl in School",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,Village Roadshow Productions,,,"July 24th, 1998 (Wide) byMGM",,"1,842 opening theaters/1,842 max. theaters, 3.3 weeks average run per theater",92.1,https://www.the-numbers.com/movie/Disturbing-Behavior#tab=summary
"3,487",A Most Wanted Man,2014-07-25,15000000,17237855,36068890,17237855.0,18831035.0,36068890.0,1610442.0,722437.0,2332879.0,2686526.0,5.32,22744679.0,2014-11-04,R,121,,"Posthumous Release,Terrorism,Secret Police,Government Corruption,Surprise Twist,Muslims,Lawyers,Human Rights,C.I.A.,Immigration,Tortured for Information,Inheritance,Intertitle,Prologue,Confidential Informant,Digital Cinematography,Political Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Lionsgate,Demarest Films,FilmNation Entertainment,Senator Film,Ink Factory,Amusement Park",United Kingdom,English,"July 25th, 2014 (Limited) byRoadside Attractions","August 1st, 2014 (Wide) (Australia)","361 opening theaters/808 max. theaters, 5.7 weeks average run per theater",47.8,https://www.the-numbers.com/movie/Most-Wanted-Man-A#tab=summary
"3,488",The Green Knight,2021-07-30,15000000,17173321,20022491,17173321.0,2849170.0,20022491.0,1013775.0,2301726.0,3315501.0,6745121.0,2.55,18203378.0,2021-08-19,R,125,,"Heroic Adventure,Giants,Supernatural,Haunting,Medieval",Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Fantasy,"A24,Bron Studios,Ley Line,Wild Atlantic Pictures,Sailor Bear",United States,English,"July 30th, 2021 (Wide) byA24December 11th, 2024 (IMAX) byA24","July 30th, 2021 (Wide) (United Kingdom)August 5th, 2021 (Wide) (South Korea)August 6th, 2021 (Wide) (Netherlands)August 6th, 2021 (Wide), released asYeşil Şövalye(Turkey)August 20th, 2021 (Wide) (Iceland)... Show all releases","2,790 opening theaters/2,798 max. theaters, 3.3 weeks average run per theater",85.8,https://www.the-numbers.com/movie/Green-Knight-The#tab=summary
"3,489",The Hurt Locker,2009-06-26,15000000,17017811,49876984,17017811.0,32859173.0,49876984.0,35345685.0,15276092.0,50621777.0,145352.0,8.91,24151437.0,2010-01-12,R,130,,"War Drama,War,Oscars Best Picture Winner,2010 Oscars Best Picture Nominee,Iraq War",Original Screenplay,Drama,Live Action,Contemporary Fiction,Voltage Pictures,United States,English,"June 26th, 2009 (Limited) bySummit Entertainment","April 22nd, 2010 (Wide) (South Korea)","4 opening theaters/535 max. theaters, 7.1 weeks average run per theater",34.1,https://www.the-numbers.com/movie/Hurt-Locker-The#tab=summary
"3,490",Eye of the Beholder,2000-01-28,15000000,16500786,18260865,16500786.0,1760079.0,18260865.0,,,,5959447.0,2.77,33001569.0,2002-05-28,R,110,,"Crime Thriller,Cop Falling in Love with Suspect,Serial Killer,Dysfunctional Family,Abandoned Child,Poverty,Death of a Spouse or Fiancée / Fiancé,Car Accident,FBI",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,Village Roadshow Productions,,,"January 28th, 2000 (Wide) byDestination Films",,"1,751 opening theaters/2,351 max. theaters, 2.7 weeks average run per theater",90.4,https://www.the-numbers.com/movie/Eye-of-the-Beholder#tab=summary
"3,491",The Man with the Iron Fists,2012-11-02,15000000,15634090,22018988,15634090.0,6384898.0,22018988.0,7041458.0,4787907.0,11829365.0,7910980.0,1.98,21172793.0,2013-02-12,R,95,The Man With The Iron Fists,"Martial Arts,Directing Yourself,Screenplay Written By the Star,Addiction,Narcotics,Treasure Hunters,Action Adventure",Original Screenplay,Action,Live Action,Contemporary Fiction,"Universal Pictures,Strike Entertainment,Arcade Pictures",United States,English,"November 2nd, 2012 (Wide) byUniversal","November 22nd, 2012 (Wide) (United Arab Emirates)November 23rd, 2012 (Wide) (Spain)November 29th, 2012 (Wide) (Germany)December 6th, 2012 (Wide) (Australia)December 7th, 2012 (Wide) (Romania)... Show all releases","1,868 opening theaters/1,872 max. theaters, 2.8 weeks average run per theater",71.0,https://www.the-numbers.com/movie/Man-with-the-Iron-Fists-The#tab=summary
"3,492",Firestarter,1984-05-11,15000000,15136870,15136870,15136870.0,,,,539719.0,539719.0,4726660.0,3.2,48564116.0,2014-09-02,R,,,Action Horror,Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction,,United States,English,"May 11th, 1984 (Wide) byUniversal",,"1,356 opening theaters/1,374 max. theaters, 3.8 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Firestarter#tab=summary
"3,493",Miss Bala,2019-01-30,15000000,14998027,15364632,14998027.0,366605.0,15364632.0,958460.0,833387.0,1791847.0,6864744.0,2.18,17650514.0,2019-04-16,PG-13,104,,"Set in Mexico,Crime Boss,Undercover,Enemies Forced to Work Together,Smuggler,Remake,Foreign-Language Remake,DEA Agent,Kidnap,Drug Cartels,Organized Crime,Action Thriller",Remake,Action,Live Action,Contemporary Fiction,"Columbia Pictures,Canana,Misher Films","Mexico,United States",English,"February 1st, 2019 (Wide) bySony Pictures","January 30th, 2019 (Wide) (Jamaica)January 30th, 2019 (Wide) (Trinidad)January 31st, 2019 (Wide) (Aruba)January 31st, 2019 (Wide) (Curacao)March 8th, 2019 (Wide) (United Kingdom)... Show all releases","2,203 opening theaters/2,203 max. theaters, 2.9 weeks average run per theater",97.6,https://www.the-numbers.com/movie/Miss-Bala-(Remake)-(2019)#tab=summary
"3,494",Killing Them Softly,2012-09-21,15000000,14945541,39238443,14945541.0,24292902.0,39238443.0,4406561.0,1592054.0,5998615.0,6812900.0,2.19,20239159.0,2013-03-26,R,97,,"Gambling,Mafia,Hitmen,Heist,Narcotics,Addiction,Prostitution,Crime Thriller,Film Noir",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Metropolitan Films,Inferno,Annapurna Pictures,1984 Private Defense Contractors,Plan B Entertainment,Chockstone Pictures",United States,English,"November 30th, 2012 (Wide) byWeinstein Co.","September 21st, 2012 (Wide) (Spain)September 21st, 2012 (Wide) (United Kingdom)October 11th, 2012 (Wide) (Australia)October 18th, 2012 (Wide) (Italy)October 18th, 2012 (Wide) (Netherlands)... Show all releases","2,424 opening theaters/2,424 max. theaters, 2.7 weeks average run per theater",38.1,https://www.the-numbers.com/movie/Killing-Them-Softly#tab=summary
"3,495",Freddy Got Fingered,2001-04-20,15000000,14249005,14249005,14249005.0,,,,,,7098459.0,2.01,27138564.0,2001-10-23,R,87,,"Directing Yourself,Screenplay Written By the Star,Actors Making Their Directorial Debut,Famously Bad,Delayed Adulthood,Falsely Accused,Farcical / Slapstick Comedy,Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Regency Enterprises,New Regency,MBST Entertainment",,,"April 20th, 2001 (Wide) by20th Century Fox",,"2,271 opening theaters/2,271 max. theaters, 3.3 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Freddy-Got-Fingered#tab=summary
"3,496",One Day,2011-06-23,15000000,13843771,59168692,13843771.0,45324921.0,59168692.0,,,,5079566.0,2.73,18819142.0,2011-11-29,PG-13,107,,"Romance,Relationships Gone Wrong,TV Industry,Addiction,Writing and Writers,Cross-Class Romance,Non-Chronological,Novel or Other Work Adapted by Author,1980s,1990s,Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Random House Films,Film 4,Color Force",United States,English,"August 19th, 2011 (Wide) byFocus Features","June 23rd, 2011 (Wide) (Japan)February 23rd, 2012 (Wide) (Peru)December 13th, 2012 (Wide) (South Korea)","1,721 opening theaters/1,725 max. theaters, 3.1 weeks average run per theater",23.4,https://www.the-numbers.com/movie/One-Day#tab=summary
"3,497",De-Lovely,2004-06-25,15000000,13337299,18524496,13337299.0,5187197.0,18524496.0,,,,,8.18,23152346.0,2004-12-21,PG-13,125,,"Biography,Performing Arts,Musicians,Music Industry,Biographical Drama,1920s,1930s,1940s,1950s,Autobiographical",Based on Factual Book/Article,Drama,Live Action,Historical Fiction,,,,"June 25th, 2004 (Limited) byMGM","November 5th, 2004 (Wide), released asDe-lovely(Australia)",,72.0,https://www.the-numbers.com/movie/De-Lovely#tab=summary
"3,498",Whip It,2009-10-02,15000000,13077184,18889972,13077184.0,5812788.0,18889972.0,8351791.0,1250152.0,9601943.0,4650812.0,2.81,18796278.0,2010-01-26,PG-13,111,,"Coming of Age,Miscellaneous Sports,Roller Skating,Directing Yourself,Novel or Other Work Adapted by Author,Relatives Playing Relatives,Actors Making Their Directorial Debut,Sports Comedy,Texas",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,Mandate Pictures,Vincent Pictures,Flower Films,Rye Road",United States,English,"October 2nd, 2009 (Wide) byFox Searchlight",,"1,721 opening theaters/1,738 max. theaters, 3.5 weeks average run per theater",69.2,https://www.the-numbers.com/movie/Whip-It#tab=summary
"3,499",The Pirates Who Don't Do Anything: A VeggieTale…,2008-01-11,15000000,12981269,13248444,12981269.0,267175.0,13248444.0,5565224.0,,5565224.0,4251320.0,3.05,19489981.0,2008-10-14,G,85,VeggieTales,"Family Adventure,Pirates,Religious,Faith-Based Film,Animated Inanimate Objects,Directing Yourself,Screenplay Written By the Star,Same Actor, Multiple Roles",Based on Short Film,Adventure,Digital Animation,Kids Fiction,"Universal Films,Big Idea",United States,English,"January 11th, 2008 (Wide) byUniversal",,"1,337 opening theaters/1,340 max. theaters, 4.6 weeks average run per theater",98.0,https://www.the-numbers.com/movie/Pirates-Who-Don-t-Do-Anything-A-VeggieTales-Movie-The#tab=summary
"3,500",U2 3D,2008-01-23,15000000,12898847,26170402,12898847.0,13271555.0,26170402.0,,,,964315.0,12.57,18964974.0,,G,85,,"3-D,Rock 'n' Roll,IMAX: DMR,3-D - Shot in 3-D",Based on Real Life Events,Concert/Performance,Live Action,Factual,,United States,English,"January 23rd, 2008 (IMAX) byNational Geographic EntertainmentFebruary 15th, 2008 (Wide) byNational Geographic Entertainment",,"61 opening theaters/686 max. theaters, 3.2 weeks average run per theater",49.3,https://www.the-numbers.com/movie/U2-3D-(2008)#tab=summary
"3,501",Highlander: Endgame,2000-09-01,15000000,12801190,12801190,12801190.0,,,,,,6223330.0,2.06,25602371.0,,R,88,Highlander,"Action Adventure,Prologue,1500s,Immortality,Young Child Dealing with the Death of a Parent,Revenge,Death of a Mentor,Development Hell",Original Screenplay,Action,Live Action,Fantasy,"Dimension Films,Mandalay Pictures,Davis Entertainment,Panzer",United States,"English,French,Gaelic","September 1st, 2000 (Wide) byMiramax/Dimension",,"1,543 opening theaters/1,546 max. theaters, 4.8 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Highlander-Endgame#tab=summary
"3,502",The Founder,2016-11-25,15000000,12786053,24235774,12786053.0,11449721.0,24235774.0,1623034.0,1084921.0,2707955.0,3404102.0,3.76,15366071.0,2017-04-04,PG-13,115,,"Food,Restaurants,Biography,Relationships Gone Wrong,Entrepreneur,Epilogue,Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,"FilmNation Entertainment,The Combine,Weinstein Company,Faliro House Productions",United States,English,"December 31st, 2016 (Oscar Qualifying Run) byWeinstein Co.January 20th, 2017 (Wide) byWeinstein Co.","November 25th, 2016 (Wide) (Australia)November 25th, 2016 (Wide), released asFounder, The(New Zealand)December 30th, 2016 (Wide) (France)January 5th, 2017 (Wide) (Netherlands)January 13th, 2017 (Wide) (Italy)... Show all releases","1,115 opening theaters/1,115 max. theaters, 3.9 weeks average run per theater",52.8,https://www.the-numbers.com/movie/Founder-The#tab=summary
"3,503",Idlewild,2006-08-25,15000000,12669914,12669914,12669914.0,,,3924418.0,,3924418.0,5745780.0,2.21,20852164.0,2006-12-05,R,121,,"Organized Crime,Hood Film,Musical Drama,Crime,1930s,Animated Sequences,No Honor Among Thieves,Slow Motion Scene,1920s",Original Screenplay,Musical,Live Action,Historical Fiction,,United States,English,"August 25th, 2006 (Wide) byUniversal",,"973 opening theaters/975 max. theaters, 3.7 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Idlewild#tab=summary
"3,504",Confidence,2003-04-25,15000000,12212417,12970401,12212417.0,757984.0,12970401.0,,,,4563588.0,2.68,21832475.0,,R,97,,"Confidence Men,Film Noir,Crime Drama,No Honor Among Thieves,Surprise Twist,Faked Death",Original Screenplay,Drama,Live Action,Contemporary Fiction,,"Canada,Germany,United States",English,"April 25th, 2003 (Wide) byLionsgate","July 24th, 2003 (Wide) (Australia)August 22nd, 2003 (Wide) (United Kingdom)","1,871 opening theaters/1,871 max. theaters, 2.9 weeks average run per theater",94.2,https://www.the-numbers.com/movie/Confidence#tab=summary
"3,505",Blinded by the Light,2019-08-09,15000000,11901145,19529914,11901145.0,7628769.0,19529914.0,599761.0,551394.0,1151155.0,4333305.0,2.75,14005937.0,2019-10-22,PG-13,114,,"1980s,Sundance Film Festival 2019,Set in England,Immigration,Dysfunctional Family,Bigotry,Poet,Indians,Comedy Drama",Based on Real Life Events,Drama,Live Action,Dramatization,"New Line Cinema,Levantine Films,Ingenious Media,Bend It Films,Rakija Films",United Kingdom,English,"August 16th, 2019 (Wide) byWarner Bros.","August 9th, 2019 (Wide), released asBlinded By The Light(United Kingdom)August 22nd, 2019 (Wide) (New Zealand)August 23rd, 2019 (Wide) (Netherlands)August 29th, 2019 (Wide), released asBlinded by the Light - Travolto dalla musica(Italy)August 30th, 2019 (Wide) (Argentina)... Show all releases","2,307 opening theaters/2,307 max. theaters, 3.2 weeks average run per theater",60.9,https://www.the-numbers.com/movie/Blinded-by-the-Light-(UK)-(2019)#tab=summary
"3,506",Knockaround Guys,2002-10-11,15000000,11660180,12419700,11660180.0,759520.0,12419700.0,,,,5016852.0,2.32,21634544.0,,R,92,,"Mafia,Crime Drama,Dysfunctional Family,Father’s Footsteps,Organized Crime,No Honor Among Thieves,Found Money,Sheriff",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,"October 11th, 2002 (Wide) byNew Line","March 13th, 2003 (Wide) (Australia)","1,806 opening theaters/1,806 max. theaters, 2.9 weeks average run per theater",93.9,https://www.the-numbers.com/movie/Knockaround-Guys#tab=summary
"3,507",The Muse,1999-08-27,15000000,11614954,11614954,11614954.0,,,,,,3926825.0,2.96,24647478.0,2000-08-01,PG-13,97,,"Satirical Comedy,Satire,Movie Business,Fictionalized Version of Yourself,Gratuitous Cameos,Set in Hollywood,Writing and Writers,Screenwriters,Writer's Block,Mental Hospital,Mental Illness,Split Personality,Surprise Twist,False Identity",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Crosby Films,United States,English,"August 27th, 1999 (Wide) byOctober Films",,"1,263 opening theaters/1,263 max. theaters, 3.8 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Muse-The#tab=summary
"3,508",Barney's Great Adventure,1998-04-03,15000000,11156471,11156471,11156471.0,,,,,,2203865.0,5.06,25643227.0,,G,,,,Based on TV,Adventure,Live Action,Kids Fiction,,,,"April 3rd, 1998 (Wide) byPolygram",,"540 opening theaters/839 max. theaters, 8.6 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Barneys-Great-Adventure#tab=summary
"3,509",The Danish Girl,2015-11-27,15000000,11114018,67514963,11114018.0,56400945.0,67514963.0,741509.0,692597.0,1434106.0,187318.0,7.2,14047537.0,2016-02-16,R,120,,"Romance,LGBTQ+,Infidelity,Sex Change,1920s,Dysfunctional Family,Love Triangle,Artists,Painter,Biographical Drama,Biography",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Working Title Films,Pretty Pictures,Senator Global Productions,Focus Features,Revision Pictures",United States,English,"November 27th, 2015 (Limited) byFocus Features","December 31st, 2015 (Wide) (Portugal)January 1st, 2016 (Wide) (United Kingdom)January 7th, 2016 (Wide) (Germany)January 7th, 2016 (Wide) (Lebanon)January 7th, 2016 (Wide) (Singapore)... Show all releases","4 opening theaters/794 max. theaters, 4.2 weeks average run per theater",16.5,https://www.the-numbers.com/movie/Danish-Girl-The#tab=summary
"3,510",New York Stories,1989-03-01,15000000,10763469,10763469,10763469.0,,,,,,,4.47,29080247.0,2012-05-15,PG,124,,"Segments,Comedy Drama,Romance,Set in New York City,Set in New York,Relationships Gone Wrong,Dysfunctional Family,Artists,Directing Yourself,Screenplay Written By the Star,Family Affair",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,"March 1st, 1989 (Wide) byWalt Disney",,,100.0,https://www.the-numbers.com/movie/New-York-Stories#tab=summary
"3,511",Home Fries,1998-11-25,15000000,10513979,10513979,10513979.0,,,,,,3784023.0,2.78,24105115.0,,PG-13,91,,,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,English,"November 25th, 1998 (Wide) byWarner Bros.",,"1,925 opening theaters/1,925 max. theaters, 3.8 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Home-Fries#tab=summary
"3,512",Here on Earth,2000-03-24,15000000,10494147,10845127,10494147.0,350980.0,10845127.0,,,,4510705.0,2.33,20988293.0,,PG-13,96,,"Cross-Class Romance,Romantic Drama,Life in a Small Town,Terminal Illness,Cancer,Love Triangle,Young Child Dealing with the Death of a Parent,Suicide,Dysfunctional Family,Community Service",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,"March 24th, 2000 (Wide) by20th Century Fox",,"1,714 opening theaters/1,750 max. theaters, 3.3 weeks average run per theater",96.8,https://www.the-numbers.com/movie/Here-on-Earth#tab=summary
"3,513",Raise Your Voice,2004-10-08,15000000,10411980,14811980,10411980.0,4400000.0,14811980.0,,,,4022693.0,2.59,18074255.0,2005-02-15,PG,107,,"Coming of Age,Tween,Coming-of-Age Drama,Singers,Romance,Death of a Sibling,Death of a Son or Daughter,Drunk Driver,Car Accident",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,"October 8th, 2004 (Wide) byNew Line","December 31st, 2004 (Wide) (Australia)","2,521 opening theaters/2,521 max. theaters, 3.0 weeks average run per theater",70.3,https://www.the-numbers.com/movie/Raise-Your-Voice#tab=summary
"3,514",Brazil,1985-05-31,15000000,9929135,9934484,9929135.0,5349.0,9934484.0,,,,30099.0,13.91,29542170.0,2012-12-04,R,132,,"Visual Effects,Film Noir,Dystopia,Government Bureaucracy,Intentionally Anachronistic,Dream Sequence,Surprise Twist,Directing Yourself,Director Cameo",Original Screenplay,Black Comedy,Live Action,Fantasy,"Regency Enterprises,Brazil Productions",United States,English,"December 18th, 1985 (Wide) byUniversal","May 31st, 1985 (Wide) (Australia)April 28th, 2017 (Wide), released asBrazil: O Outro Lado do Sonho(Portugal)July 2nd, 2020 (Wide) (New Zealand)","1 opening theaters/173 max. theaters, 4.7 weeks average run per theater",99.9,https://www.the-numbers.com/movie/Brazil-(1985)#tab=summary
"3,515",The Dark Half,1993-04-23,15000000,9579068,9579068,9579068.0,,,,,,3250883.0,2.95,24942592.0,,R,121,,"Supernatural Horror,Supernatural,Twins,Evil Twin,Conjoined Twins,Writing and Writers,Fiction / Reality Crossover,Same Actor, Multiple Roles,Unbelieving Police",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,,,English,"April 23rd, 1993 (Wide) byOrion Pictures",,"1,563 opening theaters/1,563 max. theaters, 2.0 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Dark-Half-The#tab=summary
"3,516",Black Snake Moan,2007-03-02,15000000,9396870,10951153,9396870.0,1554283.0,10951153.0,13165882.0,,13165882.0,4143199.0,2.27,14723583.0,2007-06-26,R,118,,"Musicians,Erotic Drama,Child Abuse,Sex Crimes,Sex Addiction,Addiction,Dysfunctional Family,Romance",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,"March 2nd, 2007 (Wide) byParamount Vantage",,"1,252 opening theaters/1,253 max. theaters, 3.0 weeks average run per theater",85.8,https://www.the-numbers.com/movie/Black-Snake-Moan#tab=summary
"3,517",Dark Blue,2003-02-21,15000000,9237470,12262065,9237470.0,3024595.0,12262065.0,,,,3880688.0,2.38,16514076.0,2003-06-24,R,118,,"Corrupt Cops,Film Noir,Crime Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,"February 21st, 2003 (Wide) byMGM","July 11th, 2003 (Wide) (United Kingdom)","2,176 opening theaters/2,176 max. theaters, 2.8 weeks average run per theater",75.3,https://www.the-numbers.com/movie/Dark-Blue#tab=summary
"3,518",A Mighty Heart,2007-06-22,15000000,9176787,19153568,9176787.0,9976781.0,19153568.0,5662082.0,,5662082.0,3948863.0,2.32,14378741.0,2007-10-16,R,108,,"Terrorism,News,Whitewashed Casting,Biographical Drama,Biography,Investigative Journalist,Jewish,2000s",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Plan B Entertainment,Revolution Films,Paramount Vantage",United States,English,"June 22nd, 2007 (Wide) byParamount Vantage",,"1,355 opening theaters/1,355 max. theaters, 2.8 weeks average run per theater",47.9,https://www.the-numbers.com/movie/Mighty-Heart-A#tab=summary
"3,519",Brainstorm,1983-09-30,15000000,8921050,8921050,8921050.0,,,,,,1196965.0,7.31,30529812.0,2000-08-22,PG,106,,"Psychological Thriller,Magical Technology,Scientific Experiment Gone Awry,Military Stealing New Invention",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,,United States,English,"September 30th, 1983 (Wide) byMGM",,"169 opening theaters/498 max. theaters, 6.1 weeks average run per theater",100.0,https://www.the-numbers.com/movie/Brainstorm-(1983)#tab=summary
